nome_wiki,inicio_txt,fim_txt,eleito_txt,partido_wiki,observacao_original,inicio,fim,uf,cargo,legislatura,condicao,url_pagina,revisao
"Jade Afonso Romero","1° de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"CE","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Ceará","72162102"
"Arlete Sampaio","1º de janeiro de 1995","31 de dezembro de 1998",NA,"","Vice-governadora eleita em sufrágio universal","1995-01-01","1998-12-31","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Benedito Domingos","1º de janeiro de 1999","31 de dezembro de 2002",NA,"","Vice-governador eleito em sufrágio universal","1999-01-01","2002-12-31","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Maria Abadia","1º de janeiro de 2003","31 de março de 2006",NA,"","Vice-governadora eleita em sufrágio universal","2003-01-01","2006-03-31","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Paulo Octávio","1º de janeiro de 2007","11 de fevereiro de 2010",NA,"","Vice-governador eleito em sufrágio universal","2007-01-01","2010-02-11","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Paulo Octávio","1º de janeiro de 2007","11 de fevereiro de 2010",NA,"","Vice-governador eleito em sufrágio universal","2007-01-01","2010-02-11","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Ivelise Longhi","19 de abril de 2010","31 de dezembro de 2010",NA,"","Vice-governadora eleita em eleição indireta para cumprimento de mandato tampão","2010-04-19","2010-12-31","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Tadeu Filippelli","1º de janeiro de 2011","31 de dezembro de 2014",NA,"","Vice-governador eleito em sufrágio universal","2011-01-01","2014-12-31","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Renato Santana","1º de janeiro de 2015","31 de dezembro de 2018",NA,"","Vice-governador eleito em sufrágio universal","2015-01-01","2018-12-31","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Paco Britto","1º de janeiro de 2019","31 de dezembro de 2022",NA,"","Vice-governador eleito em sufrágio universal","2019-01-01","2022-12-31","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"Celina Leão","1º de janeiro de 2023","30 de março de 2026",NA,"","Vice-governadora eleita em sufrágio universal","2023-01-01","2026-03-30","DF","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Distrito_Federal","72156323"
"José Renato Casagrande","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"Celso José Vasconcelos","1º de janeiro de 1999","1º de janeiro de 2003",NA,NA,"","1999-01-01","2003-01-01","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"Wellington Coimbra","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"Ricardo de Rezende Ferraço","1º de janeiro de 2007","1º de janeiro de 2011",NA,NA,"","2007-01-01","2011-01-01","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"Givaldo Vieira da Silva","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"César Roberto Colnago","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"Jacqueline Moraes da Silva","1º de janeiro de 2019","1º de janeiro de 2023",NA,NA,"","2019-01-01","2023-01-01","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"Ricardo de Rezende Ferraço","1º de janeiro de 2023","2 de março de 2026",NA,NA,"","2023-01-01","2026-03-02","ES","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Espírito_Santo","72112722"
"José Reinaldo Carneiro Tavares","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"José Reinaldo Carneiro Tavares","1º de janeiro de 1999","5 de abril de 2002",NA,NA,"","1999-01-01","2002-04-05","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"Jurandir Ferro do Lago Filho","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"Luís Carlos Porto","1º de janeiro de 2007","16 de abril de 2009",NA,NA,"","2007-01-01","2009-04-16","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"João Alberto Souza","17 de abril de 2009","1º de janeiro de 2011",NA,NA,"","2009-04-17","2011-01-01","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"Joaquim Washington Luiz de Oliveira","1º de janeiro de 2011","29 de novembro de 2013",NA,NA,"","2011-01-01","2013-11-29","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"Carlos Orleans Brandão Júnior","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"Carlos Orleans Brandão Júnior","1º de janeiro de 2019","2 de abril de 2022",NA,NA,"","2019-01-01","2022-04-02","MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"Felipe Costa Camarão","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"MA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Maranhão","72178572"
"Hélio Mota Gueiros Júnior","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"Hildegardo de Figueiredo Nunes","1º de janeiro de 1999","1º de janeiro de 2003",NA,NA,"","1999-01-01","2003-01-01","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"Valéria Pires Franco","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"Odair Santos Corrêa","1º de janeiro de 2007","1º de janeiro de 2011",NA,NA,"","2007-01-01","2011-01-01","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"Helenilson Cunha Pontes","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"José da Cruz Marinho","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"Lúcio Dutra Vale","1º de janeiro de 2019","26 de abril de 2021",NA,NA,"","2019-01-01","2021-04-26","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"Hana Ghassan Tuma","1º de janeiro de 2023","2 de abril de 2026",NA,NA,"","2023-01-01","2026-04-02","PA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Pará","72173572"
"Emília de Sales Belinati","1º de janeiro de 1995","1º de janeiro de 1999",NA,"","Vice-governadora eleita em sufrágio universal","1995-01-01","1999-01-01","PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Emília de Sales Belinati","1º de janeiro de 1999","1º de janeiro de 2003",NA,"","Vice-governadora reeleita em sufrágio universal","1999-01-01","2003-01-01","PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Orlando Pessuti","1º de janeiro de 2003","1º de janeiro de 2007",NA,"","Vice-governador eleito em sufrágio universal","2003-01-01","2007-01-01","PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Orlando Pessuti","1º de janeiro de 2007","1° de abril de 2010",NA,"","Vice-governador eleito em sufrágio universal","2007-01-01","2010-04-01","PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Flávio José Arns","1º de janeiro de 2011","1º de janeiro de 2015",NA,"","Vice-governador eleito em sufrágio universal","2011-01-01","2015-01-01","PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Cida Borghetti","1º de janeiro de 2015","6 de abril de 2018",NA,"","Vice-governadora eleita em sufrágio universal","2015-01-01","2018-04-06","PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Darci Piana","1º de janeiro de 2019","1° de janeiro de 2023",NA,"","Vice-governador eleito em sufrágio universal","2019-01-01","2023-01-01","PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Darci Piana","1º de janeiro de 2023","em exercício",NA,"","Vice-governador reeleito em sufrágio universal","2023-01-01",NA,"PR","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Paraná","72112895"
"Osmar Antônio de Araújo","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Osmar Ribeiro de Almeida Júnior","1º de janeiro de 1999","6 de novembro de 2001",NA,NA,"","1999-01-01","2001-11-06","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Felipe Mendes de Oliveira","19 de novembro de 2001","1º de janeiro de 2003",NA,NA,"","2001-11-19","2003-01-01","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Osmar Ribeiro de Almeida Júnior","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Wilson Nunes Martins","1º de janeiro de 2007","1° de abril de 2010",NA,NA,"","2007-01-01","2010-04-01","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Antônio José de Moraes Souza Filho","1º de janeiro de 2011","3 de abril de 2014",NA,NA,"","2011-01-01","2014-04-03","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Margarete de Castro Coelho","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Maria Regina Sousa","1º de janeiro de 2019","31 de março de 2022",NA,NA,"","2019-01-01","2022-03-31","PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Themístocles de Sampaio Pereira Filho","1° de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"PI","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Piauí","72856099"
"Luiz Paulo Corrêa da Rocha","1º de janeiro de 1995","1º de janeiro de 1999",NA,"Partido da Social Democracia BrasileiraPSDB","","1995-01-01","1999-01-01","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Benedita da Silva","1º de janeiro de 1999","6 de abril de 2002",NA,"Partido dos TrabalhadoresPT","","1999-01-01","2002-04-06","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Luiz Paulo Conde","1º de janeiro de 2003","1º de janeiro de 2007",NA,"Partido Socialista BrasileiroPSB","","2003-01-01","2007-01-01","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Luiz Paulo Conde","1º de janeiro de 2003","1º de janeiro de 2007",NA,"Partido do Movimento Democrático BrasileiroPMDB","","2003-01-01","2007-01-01","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Luiz Fernando Pezão","1º de janeiro de 2007","3 de abril de 2014",NA,"Partido do Movimento Democrático BrasileiroPMDB","","2007-01-01","2014-04-03","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Francisco Dornelles","1º de janeiro de 2015","1º de janeiro de 2019",NA,"Partido ProgressistaPP","","2015-01-01","2019-01-01","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Cláudio Castro","1º de janeiro de 2019[2]","30 de abril de 2021",NA,"Partido Social Cristão PSC","","2019-01-01","2021-04-30","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Thiago Pampolha","1º de janeiro de 2023","21 de maio de 2025",NA,"União Brasil UNIÃO","","2023-01-01","2025-05-21","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Thiago Pampolha","1º de janeiro de 2023","21 de maio de 2025",NA,"Movimento Democrático BrasileiroMDB","","2023-01-01","2025-05-21","RJ","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_de_Janeiro","72107279"
"Fernando Freire","1.º de janeiro de 1995","5 de abril de 2002",NA,"PPB","","1995-01-01","2002-04-05","RN","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Norte","72752233"
"Antônio Jácome","1.º de janeiro de 2003","31 de dezembro de 2006",NA,"PMN","","2003-01-01","2006-12-31","RN","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Norte","72752233"
"Iberê Ferreira de Souza","1.º de janeiro de 2007","31 de março de 2010",NA,"PSB","","2007-01-01","2010-03-31","RN","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Norte","72752233"
"Robinson Faria","1.º de janeiro de 2011","31 de dezembro de 2014",NA,"PSD","","2011-01-01","2014-12-31","RN","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Norte","72752233"
"Fábio Dantas","1.º de janeiro de 2015","31 de dezembro de 2018",NA,"PCdoB","","2015-01-01","2018-12-31","RN","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Norte","72752233"
"Antenor Roberto","1.º de janeiro de 2019","31 de dezembro de 2022",NA,"PCdoB","","2019-01-01","2022-12-31","RN","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Norte","72752233"
"Walter Alves","1.º de janeiro de 2023","",NA,"PMDB","","2023-01-01",NA,"RN","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Norte","72752233"
"Vicente Joaquim Bogo","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"Miguel Soldatelli Rossetto","1º de janeiro de 1999","1º de janeiro de 2003",NA,NA,"","1999-01-01","2003-01-01","RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"Antônio Carlos Hohlfeldt","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"Paulo Afonso Girardi Feijó","1º de janeiro de 2007","1º de janeiro de 2011",NA,NA,"","2007-01-01","2011-01-01","RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"Jorge Alberto Duarte Grill","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"José Paulo Dornelles Cairoli","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"Ranolfo Vieira Júnior","1º de janeiro de 2019","31 de março de 2022",NA,NA,"","2019-01-01","2022-03-31","RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"Gabriel Vieira de Souza","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"RS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Rio_Grande_do_Sul","72116566"
"Raimundo Nonato Pires dos Santos","1º de janeiro de 1995","4 de abril de 1998",NA,NA,"","1995-01-01","1998-04-04","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"João Lisboa da Cruz","1º de janeiro de 1999","1º de janeiro de 2003",NA,NA,"","1999-01-01","2003-01-01","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Raimundo Nonato Pires dos Santos","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Paulo Sidnei Antunes","1º de janeiro de 2007","26 de setembro de 2009",NA,NA,"","2007-01-01","2009-09-26","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Eduardo Machado Silva","8 de outubro de 2009","1º de janeiro de 2011",NA,NA,"","2009-10-08","2011-01-01","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"João Oliveira de Sousa","1º de janeiro de 2011","3 de abril de 2014",NA,NA,"","2011-01-01","2014-04-03","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Cláudia Telles de Menezes Pires Martins Lelis","1º de janeiro de 2015","27 de março de 2018",NA,NA,"","2015-01-01","2018-03-27","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Wanderlei Barbosa Castro","9 de julho de 2018","1º de janeiro de 2019",NA,NA,"","2018-07-09","2019-01-01","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Wanderlei Barbosa Castro","1º de janeiro de 2019","11 de março de 2022",NA,NA,"","2019-01-01","2022-03-11","TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Laurez da Rocha Moreira","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
"Laurez da Rocha Moreira","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"TO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_do_Tocantins","72168372"
